	Autor	GND	Geschlecht	Titel	Jahreszahl	Jahreszahl_Statistik	Gattung	Modul_Zeit	Modul_Sprache	Modul_KJL	LA Aachen 2018	Aachen 2017/18	Augsburg 2020	FU Berlin o.J.	Bochum o.J.	Braunschweig o.J.	Dortmund o.J.	Mannheim o.J.	Eichstätt-Ingolstadt 2007	Frankfurt a.M. o.J.	Gießen o.J.	Göttingen o.J.	Graz 2021	Heidelberg 2017	Hildesheim o.J.	Innsbruck o.J.	Innsbruck 2023	Jena 2018	Karlsruhe o.J.	Koblenz o.J.	Köln o.J.	Lausanne o.J.	Leipzig o.J.	Lüneburg o.J.	Luxemburg o.J.	Magdeburg 2020	München o.J.	Oldenburg 2020	Osnabrück o.J.	Passau o.J.	Potsdam 2022	Saarland 2007	Salzburg o.J.	Stuttgart o.J.	Stuttgart 2022	Trier o.J.	Tübingen o.J.	Wien o.J.	Wuppertal 2015	Würzburg 2003/04	Würzburg 2019	Zürich 2013	Dekade	Jahrhundert
670	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Waldgespräch	1815	1815.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1810.0	1800.0
671	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Wehmut	1815	1815.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1810.0	1800.0
672	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Wünschelrute	1838	1838.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1830.0	1800.0
673	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Zwielicht	1815	1815.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1810.0	1800.0
674	Einstein, Carl	https://d-nb.info/gnd/118529587	m	Bebuquin	1912	1912.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0710126788768115	0.0	0.0	0.0	0.0	0.0	0.0	1910.0	1900.0
675	Elias, Norbert	https://d-nb.info/gnd/11852982X	m	Über den Prozeß der Zivilisation	1939	1939.0	Poetik / Essayistik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0710126788768115	0.0	0.0	0.0	0.0	0.0	0.0	1930.0	1900.0
676	Elmiger, Dorothee	https://d-nb.info/gnd/141869674	w	Aus der Zuckerfabrik	2020	2020.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020.0	2000.0
677	Elsner, Gisela	https://d-nb.info/gnd/119286289	w	Die Riesenzwerge	1964	1964.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316120957645161	0.0	0.0	0.0	0.0	0.0	0.0	1960.0	1900.0
678	Elsner, Gisela	https://d-nb.info/gnd/119286289	w	Heiligblut	1987	1987.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1980.0	1900.0
679	Ende, Michael	https://d-nb.info/gnd/118530259	m	Die unendliche Geschichte	1979	1979.0	Prosa			KJL	0.0	0.0	0.0	0.0	0.0	0.45454545454545453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970.0	1900.0
680	Ende, Michael	https://d-nb.info/gnd/118530259	m	Jim Knopf	1960	1960.0	Prosa			KJL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1960.0	1900.0
681	Ende, Michael	https://d-nb.info/gnd/118530259	m	Momo	1973	1973.0	Prosa			KJL	0.0	0.0	0.0	0.0	0.0	0.45454545454545453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970.0	1900.0
682	Ense, Rahel Varnhangen von	https://d-nb.info/gnd/118626175	w	Die fünf Träume	1812	1812.0	Prosa				0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1810.0	1800.0
683	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Baukasten zu einer Theorie der Medien	1971	1971.0	Poetik / Essayistik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970.0	1900.0
684	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Das Verhör von Habana	1970	1970.0	Drama				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1970.0	1900.0
685	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Der fliegende Robert	1980	1980.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1980.0	1900.0
686	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Der kurze Sommer der Anarchie	1972	1972.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012987012987012988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970.0	1900.0
687	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Der Untergang der Titanic	1978	1978.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0316120957645161	0.0	0.0	1.0	0.0	0.0	0.0	1970.0	1900.0
688	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Die Dreiunddreißigjährige	1980	1980.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1980.0	1900.0
689	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Die Furie des Verschwindens	1980	1980.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1980.0	1900.0
690	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Einzelheiten	1962	1962.0	Poetik / Essayistik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1960.0	1900.0
691	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Empfänger unbekannt - Retour à l'expéditeur	1992	1992.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1990.0	1900.0
692	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Essays		1976.0	Poetik / Essayistik				0.0	0.0	0.0	0.0	0.0	0.2777777777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970.0	1900.0
693	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Finnischer Tango	1980	1980.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1980.0	1900.0
694	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Geburtsanzeige	1957	1957.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1950.0	1900.0
695	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Gedichte		1976.0	Lyrik				0.055	0.066	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.041666666666666664	0.25	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.2	0.0	0.0	0.4166666666666667	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.10344827586206896	0.0	0.0	0.0	1.0	1970.0	1900.0
696	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Gemeinplätze, die Neueste Literatur betreffend	1968	1968.0	Poetik / Essayistik				0.045	0.0714285714	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	1.0	0.0	1960.0	1900.0
697	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	landessprache	1960	1960.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316120957645161	0.0	0.0	0.0	0.0	0.0	0.0	1960.0	1900.0
698	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Mausoleum	1975	1975.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970.0	1900.0
699	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Middle Class Blues	1964	1964.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1960.0	1900.0
700	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Nürnberg 1935	2013	2013.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2010.0	2000.0
701	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Über die Schwierigkeit der Umerziehung	1971	1971.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970.0	1900.0
702	Enzensberger, Hans Magnus	https://d-nb.info/gnd/118530534	m	Verteidigung der Wölfe	1957	1957.0	Lyrik				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.14285714285714285	0.0	0.0	1950.0	1900.0
703	Enzensberger, Hans Magnus (Hg.)	https://d-nb.info/gnd/118530534	m	Museum der modernen Poesie	1960	1960.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.2777777777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1960.0	1900.0
704	Erb, Elke	https://d-nb.info/gnd/118928635	w	Gänsesommer	2005	2005.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000.0	2000.0
705	Erb, Elke	https://d-nb.info/gnd/118928635	w	Gedichte		1980.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10344827586206896	0.0	0.0	0.0	0.0	1980.0	1900.0
706	Erich, Günter	https://d-nb.info/gnd/118529374	m	Allah hat hundert Namen	1958	1958.0	Drama				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316120957645161	0.0	0.0	0.0	0.0	0.0	0.0	1950.0	1900.0
707	Erpenbeck, Jenny	https://d-nb.info/gnd/123291453	w	Geschichte vom alten Kind	1999	1999.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1990.0	1900.0
708	Erpenbeck, Jenny	https://d-nb.info/gnd/123291453	w	Heimsuchung 	2008	2008.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000.0	2000.0
709	Euripides	https://d-nb.info/gnd/118531395	m	Die Bakchen		-406.0	Drama	Antike	International		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	-410.0	-500.0
710	Euripides	https://d-nb.info/gnd/118531395	m	Iphigenie bei den Taurern		-414.0	Drama	Antike	International		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	-420.0	-500.0
711	Euripides	https://d-nb.info/gnd/118531395	m	Medea		-431.0	Drama	Antike	International		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	-440.0	-500.0
712	Euripides	https://d-nb.info/gnd/118531395	m			-443.0	Drama	Antike	International		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-450.0	-500.0
713	Falkner, Gerhard	https://d-nb.info/gnd/119330768	m	Lyrik		1987.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1980.0	1900.0
714	Fallada, Hans	https://d-nb.info/gnd/118531905	m	Jeder stirbt für sich allein	postum 1947	1947.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1940.0	1900.0
715	Fallada, Hans	https://d-nb.info/gnd/118531905	m	Kleiner Mann - was nun?	1932	1932.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0710126788768115	0.0	0.0	0.0	0.0	0.0	0.0	1930.0	1900.0
716	Fallersleben, August Heinrich Hoffmann von	https://d-nb.info/gnd/118552589	m	Das Lied der Deutschen	1841	1841.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1840.0	1800.0
717	Fallersleben, August Heinrich Hoffmann von	https://d-nb.info/gnd/118552589	m	Gedichte		1836.0	Lyrik				0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1830.0	1800.0
718	Fallersleben, August Heinrich Hoffmann von	https://d-nb.info/gnd/118552589	m	Unpolitische Lieder	1840-41	1840.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0710126788768115	0.0	0.0	0.0	0.0	0.0	0.0	1840.0	1800.0
719	Fanon, Frantz	https://d-nb.info/gnd/118686070	m	Schwarze Haut, weiße Masken	1952	1952.0	Poetik / Essayistik		International		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316120957645161	0.0	0.0	0.0	0.0	0.0	0.0	1950.0	1900.0
720	Faßbinder, Rainer Werner	https://d-nb.info/gnd/118532022	m	Katzelmacher	1968	1968.0	Drama				0.0357142857	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316120957645161	0.0	0.0	0.0	0.0	0.0	0.0	1960.0	1900.0
721	Faulkner, William	https://d-nb.info/gnd/118532081	m	Licht im August		1931.0	Prosa		International		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4166666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1930.0	1900.0
722	Faulkner, William	https://d-nb.info/gnd/118532081	m	Schall und Wahn	1929	1929.0	Prosa		International		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1920.0	1900.0
723	Feuchtwanger, Lion	https://d-nb.info/gnd/118532715	m	Erfolg	1930	1930.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0710126788768115	0.0	0.0	0.0	0.0	0.0	0.0	1930.0	1900.0
724	Feuchtwanger, Lion	https://d-nb.info/gnd/118532715	m	Exil	1940	1940.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1940.0	1900.0
725	Feuchtwanger, Lion	https://d-nb.info/gnd/118532715	m	Jud Süß	1925	1925.0	Prosa				0.0	0.066	0.0	0.0	0.0	0.15625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0710126788768115	0.0	0.0	0.0	0.0	0.0	0.0	1920.0	1900.0
