	Autor	GND	Geschlecht	Titel	Jahreszahl	Jahreszahl_Statistik	Gattung	Modul_Zeit	Modul_Sprache	Modul_KJL	LA Aachen 2018	Aachen 2017/18	Augsburg 2020	FU Berlin o.J.	Bochum o.J.	Braunschweig o.J.	Dortmund o.J.	Mannheim o.J.	Eichstätt-Ingolstadt 2007	Frankfurt a.M. o.J.	Gießen o.J.	Göttingen o.J.	Graz 2021	Heidelberg 2017	Hildesheim o.J.	Innsbruck o.J.	Innsbruck 2023	Jena 2018	Karlsruhe o.J.	Koblenz o.J.	Köln o.J.	Lausanne o.J.	Leipzig o.J.	Lüneburg o.J.	Luxemburg o.J.	Magdeburg 2020	München o.J.	Oldenburg 2020	Osnabrück o.J.	Passau o.J.	Potsdam 2022	Saarland 2007	Salzburg o.J.	Stuttgart o.J.	Stuttgart 2022	Trier o.J.	Tübingen o.J.	Wien o.J.	Wuppertal 2015	Würzburg 2003/04	Würzburg 2019	Zürich 2013	Dekade	Jahrhundert
1283	Hoffmann, E.T.A.	https://d-nb.info/gnd/118552465	m	Nussknacker und Mausekönig	1816	1816.0	Prosa				0.0	0.0	1.0	0.0	0.0	0.45454545454545453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0994898445177665	0.0	0.0	0.0	0.0	0.0	0.0	1810.0	1800.0
1284	Hoffmann, E.T.A.	https://d-nb.info/gnd/118552465	m	Prinzessin Brambilla	1820	1820.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0994898445177665	0.0	0.0	0.0	0.0	0.0	0.0	1820.0	1800.0
1285	Hoffmann, E.T.A.	https://d-nb.info/gnd/118552465	m	Rat Krespl	1819	1819.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0994898445177665	0.0	0.0	0.0	0.0	0.0	0.0	1810.0	1800.0
1286	Hoffmann, Heinrich	https://d-nb.info/gnd/11855249X	m	Der Struwwelpeter oder lustige Geschichten und drollige Bilder	1845	1845.0	Prosa			KJL	0.0	0.0	0.0	0.0	0.0	0.45454545454545453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1840.0	1800.0
1287	Hoffmannswaldau, Christian Hoffmann von	https://d-nb.info/gnd/118706187	m	Deutsche Ubersetzungen und Getichte	1679-1680	1679.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0994898445177665	0.0	0.0	0.0	0.0	0.0	0.0	1670.0	1600.0
1288	Hoffmannswaldau, Christian Hoffmann von	https://d-nb.info/gnd/118706187	m	Die Welt	1679	1679.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1670.0	1600.0
1289	Hoffmannswaldau, Christian Hoffmann von	https://d-nb.info/gnd/118706187	m	Galante Gedichte		1695.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1690.0	1600.0
1290	Hoffmannswaldau, Christian Hoffmann von	https://d-nb.info/gnd/118706187	m	Gedichte	17. Jh. 	1648.0	Lyrik				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	1.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.23076923076923078	1.0	0.0	0.0	0.0	1640.0	1600.0
1291	Hoffmannswaldau, Christian Hoffmann von	https://d-nb.info/gnd/118706187	m	Vergänglichkeit der Schönheit	1695	1695.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1690.0	1600.0
1292	Hofmann, Gert	https://d-nb.info/gnd/118828681	m	Die kleine Stechardin	1994	1994.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316120957645161	0.0	0.0	0.0	0.0	0.0	0.0	1990.0	1900.0
1293	Hofmann, Gert	https://d-nb.info/gnd/118828681	m	Veilchenfeld	1986	1986.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1980.0	1900.0
1294	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Ausgewählte Gedichte	1903	1903.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1900.0	1900.0
1295	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Ballade des äußeren Lebens	1896	1896.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1890.0	1800.0
1296	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Das Gespräch über Gedichte	1903	1903.0	Poetik / Essayistik				0.045	0.0625	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	1.0	0.0	1900.0	1900.0
1297	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Das Märchen der 672. Nacht	1895	1895.0	Prosa				0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.25	1.0	0.0	1890.0	1800.0
1298	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Der Rosenkavalier	1911	1911.0	Drama				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	1.0	1910.0	1900.0
1299	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Der Schwierige	1921	1921.0	Drama				0.0357142857	0.0714285714	1.0	1.0	0.0	0.15625	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.47619047619047616	0.1265822785	0.0	0.0	0.125	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.3333333333333333	0.0	0.4166666666666667	0.0	0.0	1.0	1.0	0.0	0.0	0.0710126788768115	0.0	0.08928571428571429	0.0	0.3333333333333333	1.0	1.0	1920.0	1900.0
1300	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Der Tod des Tizian	1892	1892.0	Drama				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1890.0	1800.0
1301	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Der Tor und der Tod	1894	1894.0	Drama				0.0357142857	0.0714285714	0.0	0.0	0.0	0.15625	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.47619047619047616	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0710126788768115	1.0	0.08928571428571429	0.0	0.0	1.0	1.0	1890.0	1800.0
1302	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Der Turm	1925/1927 (UA: 1948/1928)	1925.0	Drama				0.0	0.0	0.0	0.0	0.0	0.15625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08928571428571429	0.0	0.0	0.0	0.0	1920.0	1900.0
1303	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Der Unbestechliche	1922	1922.0	Drama				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0710126788768115	0.0	0.0	0.0	0.0	0.0	0.0	1920.0	1900.0
1304	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Die Frau ohne Schatten	1919	1919.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	1910.0	1900.0
1305	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Ein Brief (Chandosbrief)	1902	1902.0	Prosa				0.045	0.0625	0.0	1.0	1.0	0.15625	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.45454545454545453	0.1265822785	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.3333333333333333	1.0	0.0	0.25	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0710126788768115	1.0	0.0	1.0	0.2	1.0	0.0	1900.0	1900.0
1306	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Elektra	1903	1903.0	Drama				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.3333333333333333	0.0	0.0	1900.0	1900.0
1307	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Erzählungen oder erfundene Gespräche und Briefe	um 1900	1900.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1900.0	1900.0
1308	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Frau ohne Schatten	1919	1919.0	Drama				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	1910.0	1900.0
1309	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Gabriele d'Annunzio	1894	1894.0	Poetik / Essayistik				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	1890.0	1800.0
1310	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Gedichte	19. Jh.	1902.0	Lyrik				0.1	0.167	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.1265822785	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.2	0.0	0.0	0.4166666666666667	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1900.0	1900.0
1311	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Gedichte I	1892-1907	1892.0	Lyrik				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2	0.0	0.0	1890.0	1800.0
1312	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Gestern	1891	1891.0	Drama				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1890.0	1800.0
1313	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Jedermann	1911	1911.0	Drama				0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.125	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0710126788768115	0.0	0.08928571428571429	1.0	0.0	0.0	0.0	1910.0	1900.0
1314	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Lyrische Dramen		1902.0	Drama				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	1900.0	1900.0
1315	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Poesie und Leben	1896	1896.0	Poetik / Essayistik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1890.0	1800.0
1316	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Reitergeschichte	1898	1898.0	Prosa				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1890.0	1800.0
1317	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Salzburger Großes Welttheater	1922	1922.0	Drama				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1920.0	1900.0
1318	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Terzinen	1894	1894.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1890.0	1800.0
1319	Hofmannsthal, Hugo von	https://d-nb.info/gnd/118552759	m	Vorfrühling	1892	1892.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1890.0	1800.0
1320	Hohl, Ludwig	https://d-nb.info/gnd/118552864	m	Bergfahrt	1975	1975.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1970.0	1900.0
1321	Hohl, Ludwig	https://d-nb.info/gnd/118552864	m	Die Notizen	1944-1954	1944.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1940.0	1900.0
1322	Hohl, Ludwig	https://d-nb.info/gnd/118552864	m	Drei alte Weiber	1970	1970.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1970.0	1900.0
1323	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	An den Aether	1797	1797.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1790.0	1700.0
1324	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	An die Parzen	1798	1798.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1790.0	1700.0
1325	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Andenken	1808	1808.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1800.0	1800.0
1326	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Brod und Wein	1801	1801.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1800.0	1800.0
1327	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Der Archipelagus	1804	1804.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.23809523809523808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1800.0	1800.0
1328	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Der Rhein	1808	1808.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1800.0	1800.0
1329	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Der Tod des Empedokles	1797/99	1797.0	Drama				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0994898445177665	0.0	0.0	0.0	0.25	0.0	0.0	1790.0	1700.0
1330	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Der Wanderer	1797	1797.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1790.0	1700.0
1331	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Friedensfeier	1802	1802.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0994898445177665	0.0	0.0	0.0	0.0	0.0	0.0	1800.0	1800.0
1332	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Gedichte	1826	1826.0	Lyrik				0.25	0.5	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.06666666666666667	1.0	0.0	1.0	0.75	0.0	0.0	0.07142857142857142	0.25	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0994898445177665	1.0	0.23076923076923078	0.0	0.0	0.0	1.0	1820.0	1800.0
1333	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Grund zum Empedokles	1798-1800	1798.0	Poetik / Essayistik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1790.0	1700.0
1334	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Hälfte des Lebens	1804	1804.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1800.0	1800.0
1335	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Hyperion oder Der Eremit in Griechenland	1797	1797.0	Prosa				0.0	0.167	0.0	1.0	1.0	0.23809523809523808	1.0	1.0	0.0	0.06666666666666667	1.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.25	1.0	0.0	0.0	1.0	1.0	0.3333333333333333	0.0	0.2	0.3333333333333333	0.0	0.4166666666666667	0.0	0.0	1.0	0.0	0.0	0.0	0.0994898445177665	1.0	0.2777777777777778	1.0	0.16666666666666666	1.0	0.0	1790.0	1700.0
1336	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Oden, Elegien, Hymnen	1793	1793.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4166666666666667	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1790.0	1700.0
1337	Hölderlin, Friedrich	https://d-nb.info/gnd/118551981	m	Patmos	1808	1808.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1800.0	1800.0
